총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,주중_매출_건수,주말_매출_건수,남성_매출_금액,남성_매출_건수,여성_매출_금액,여성_매출_건수,점포수,상권_변화_지표_HH,상권_변화_지표_HL,상권_변화_지표_LH,상권_변화_지표_LL,임대료,공실률
239389,115837,123553,15256,23078,47416,61930,66509,25202,4289,2090,2199,726,692,789,713,696,673,376,333,391,346,336,308,350,359,398,367,360,365,516,235,281,1,54,133,152,120,56,0,18,65,74,54,24,1,36,68,78,66,32,101,47,95,47,21,6436348303,515399,4822855319,1613492984,389326,126073,3151710898,264592,2996820147,241545,135,0,1,0,0,38.3,6.6
346701,180297,166399,11632,49077,78136,84155,83486,40207,3962,1931,2031,673,639,727,659,645,619,347,307,361,320,313,283,326,332,366,339,332,336,1318,779,539,2,199,309,381,290,137,1,92,175,222,185,104,1,107,134,159,105,33,78,40,95,47,32,15494724755,727682,12691676732,2803048023,576294,151388,6267970436,331714,8040048994,360798,367,0,0,0,1,38.3,6.6
172343,95433,76909,6728,38566,36533,35307,34931,20280,660,328,332,79,171,133,89,90,98,40,80,70,49,44,45,39,91,63,40,46,53,119,78,41,0,16,51,23,22,7,0,2,40,17,13,6,0,14,11,6,9,1,83,48,95,47,9,8800465628,531397,6242844556,2557621072,383009,148388,4697905736,289774,3542869275,224706,189,0,0,1,0,38.3,6.6
627529,335341,292188,18667,94194,145471,148087,143556,77555,2014,981,1033,280,397,434,295,288,320,143,187,222,149,134,146,137,210,212,146,154,174,170,109,61,1,25,53,53,27,11,1,11,38,39,16,4,0,14,15,14,11,7,93,47,95,47,34,26077792701,1268346,18897911291,7179881410,922253,346093,12603388962,591434,10985002972,622979,332,0,0,1,0,38.3,6.6
282331,151608,130725,7453,35261,69506,72620,71765,25731,4601,2286,2315,657,748,898,755,770,773,338,367,471,379,375,356,319,381,427,376,395,417,230,204,26,0,4,20,46,95,65,0,1,14,33,91,65,0,3,6,13,4,0,103,39,95,47,2,1318772879,83741,943192156,375580723,60671,23070,766338080,49060,434116853,31224,71,0,1,0,0,38.3,6.6
110518,53932,56587,7255,12749,20329,27645,30200,12340,1124,559,565,161,183,221,184,187,188,83,89,116,93,91,87,78,94,105,91,96,101,145,73,72,1,14,27,43,42,18,1,4,11,20,23,14,0,10,16,23,19,4,104,48,95,47,21,11349303241,514272,7954436129,3394867112,361679,152593,4459320106,207736,6159282554,283437,212,1,0,0,0,38.3,6.6
218122,107237,110889,9641,26753,44617,55979,58301,22834,4747,2377,2370,731,734,865,816,812,789,383,366,457,410,399,362,348,368,408,406,413,427,470,235,235,1,40,110,159,119,41,0,11,66,77,51,30,1,29,44,82,68,11,101,49,95,47,25,9179385811,577162,6660397823,2518987988,419327,157835,4256285402,306504,4280332701,251620,190,1,0,0,0,38.3,6.6
811589,448472,363116,16986,130003,191193,187628,176121,109657,1056,561,495,132,128,134,188,215,259,70,69,75,98,119,130,62,59,59,90,96,129,968,546,422,6,169,280,211,177,125,2,62,165,125,101,91,4,107,115,86,76,34,98,46,95,47,21,12811490181,881769,9500102607,3311387574,656763,225006,6112177148,461982,5103660149,369123,366,0,1,0,0,34.8,15.7
126889,66981,59908,3338,19538,29542,29277,28287,16908,693,369,324,87,85,88,125,140,168,46,46,49,65,78,85,41,39,39,60,62,83,64,41,23,0,6,19,14,18,7,0,3,12,10,12,4,0,3,7,4,6,3,113,43,95,47,30,10341761248,456152,7777856383,2563904865,347569,108583,3942526070,192135,5784344063,246492,128,0,1,0,0,34.8,15.7
2291703,1177333,1114373,61630,464636,610883,544807,386002,223743,62,27,35,6,6,7,12,14,17,3,3,3,6,6,6,3,3,4,6,8,11,17531,8960,8571,76,2918,5914,5040,2899,684,19,906,2423,3072,2106,434,57,2012,3491,1968,793,250,133,50,95,47,142,2.49E+11,10664189,1.72E+11,76429579067,7592953,3071236,76307211483,3408991,1.46E+11,6594240,2298,1,0,0,0,270,5.6
134664,80811,53853,1860,21543,37940,35893,24609,12820,125,55,70,11,14,17,23,25,35,5,7,7,11,11,14,6,7,10,12,14,21,35999,18292,17707,185,6326,13021,10400,4799,1268,52,2039,5896,6089,3378,838,133,4287,7125,4311,1421,430,159,55,95,47,27,8627979196,415995,7012224493,1615754703,326727,89268,3134084037,183725,3421057483,188613,152,1,0,0,0,270,5.6
382252,208349,173903,12624,70331,92774,93018,70859,42650,667,290,377,58,74,96,120,135,184,27,36,42,57,57,71,31,38,54,63,78,113,3611,1900,1711,8,698,1689,880,236,100,1,198,840,623,165,73,7,500,849,257,71,27,100,47,95,47,19,13536771640,862004,11227945587,2308826053,742864,119140,5360071759,379868,5648415003,407484,288,0,1,0,0,270,5.6
444014,274796,169215,4672,62635,129401,131057,80425,35826,50,20,30,3,6,7,8,11,15,1,3,3,4,4,5,2,3,4,4,7,10,26286,12343,13943,62,4892,9231,7717,3250,1134,13,1419,3856,4186,2133,736,49,3473,5375,3531,1117,398,115,59,95,47,53,40635489579,1886235,36659710113,3975779466,1689542,196693,16200840394,910151,10572632194,669449,396,1,0,0,0,270,5.6
40268,22865,17403,613,6666,10697,11264,7889,3142,1441,628,813,124,161,209,259,293,395,57,79,91,124,126,151,67,82,118,135,167,244,2878,1368,1510,6,575,845,708,500,244,0,164,468,365,229,142,6,411,377,343,271,102,100,46,95,47,4,3240220838,189427,2250110586,990110252,139987,49440,1482845452,88616,1205868793,82510,70,0,1,0,0,270,5.6
156991,72552,84441,15359,22860,30129,41538,32091,15013,1137,551,586,308,143,143,255,171,117,156,68,63,120,88,56,152,75,80,135,83,61,213,103,110,2,23,42,66,48,32,2,11,23,30,18,19,0,12,19,36,30,13,81,47,95,47,8,10030674174,308503,7133859266,2896814908,213018,95485,4947106764,171212,3831055881,114971,100,0,0,0,1,30.4,2.3
497908,219487,278422,48498,85178,96616,121084,97279,49255,3560,1731,1829,958,453,436,797,540,376,491,215,192,375,279,179,467,238,244,422,261,197,419,169,250,1,72,86,112,108,40,1,15,40,40,40,33,0,57,46,72,68,7,85,42,95,47,15,19022862730,619411,14631687351,4391175379,458392,161019,7635185550,260052,10132406559,333010,296,0,0,0,1,30.4,2.3
163996,82521,81476,12441,17883,34226,41699,38566,19180,807,398,409,152,126,142,137,138,112,81,64,71,65,67,50,71,62,71,72,71,62,185,88,97,0,22,59,56,42,6,0,5,26,33,19,5,0,17,33,23,23,1,105,50,95,47,24,9335060606,493135,7084281695,2250778911,369806,123329,4412275310,240216,4139568520,226874,184,1,0,0,0,30.4,2.3
21761,13151,8610,43,1030,5758,8600,5832,499,1304,641,663,246,205,226,221,221,185,131,103,113,104,108,82,115,102,113,117,113,103,245,172,73,0,36,100,56,40,13,0,20,72,44,24,12,0,16,28,12,16,1,99,38,95,47,4,594057666,58553,435693112,158364554,44524,14029,376138460,39904,140695608,15273,8,0,1,0,0,30.4,2.3
122409,56547,65863,8164,14463,28774,32193,28672,10147,4162,2052,2110,790,653,719,711,705,584,422,329,360,337,344,260,368,324,359,374,361,324,260,79,181,1,35,75,71,58,20,0,4,22,24,18,11,1,31,53,47,40,9,72,52,95,47,1,789285247,62283,585197137,204088110,44185,18098,380785917,33760,387802139,27488,47,0,0,1,0,30.4,2.3
211544,99703,111840,16125,26963,42789,49585,49024,27057,1049,510,539,182,171,184,167,180,165,96,85,94,76,86,73,86,86,90,91,94,92,624,275,349,0,105,139,191,130,59,0,26,60,87,65,37,0,79,79,104,65,22,103,45,95,47,44,19823759454,1042205,14918529438,4905230016,763050,279155,7874020552,467603,10612708190,535650,284,0,1,0,0,30.4,2.3
101058,46186,54872,6960,12389,20969,24713,24459,11565,2543,1246,1297,442,411,447,408,439,396,236,205,230,189,210,176,206,206,217,219,229,220,402,177,225,0,5,27,31,79,260,0,2,17,16,26,116,0,3,10,15,53,144,79,42,95,47,1,1180153509,50728,925717675,254435834,38872,11856,434393840,21686,518031209,26326,70,0,0,0,1,30.4,2.3
206546,97735,108810,17233,22189,42483,54058,49974,20609,4478,2239,2239,1122,598,550,981,681,546,609,317,267,451,356,239,513,281,283,530,325,307,238,86,152,1,22,43,60,72,40,1,9,20,19,19,18,0,13,23,41,53,22,84,41,95,47,5,4684771864,291996,3289686769,1395085095,202986,89010,2299738356,185435,2135174235,100935,182,0,0,0,1,30.4,2.3
65313,29216,36099,5633,4875,14264,18552,17290,4700,2293,1134,1159,498,334,334,444,368,315,268,171,167,204,184,140,230,163,167,240,184,175,556,380,176,2,43,128,136,181,66,1,18,75,80,153,53,1,25,53,56,28,13,91,42,95,47,5,3628473548,211719,2741578330,886895218,157480,54239,1677392487,106617,1713722151,98135,140,0,0,0,1,30.4,2.3
174511,76120,98390,22877,20411,30926,47088,37284,15926,2320,1160,1160,581,311,282,508,353,285,314,166,137,234,184,125,267,145,145,274,169,160,103,58,45,0,4,15,20,26,38,0,1,6,8,14,29,0,3,9,12,12,9,76,42,95,47,3,1436875250,83091,1221904620,214970630,69516,13575,591420902,37765,820067238,44606,49,0,0,0,1,30.4,2.3
161591,72789,88801,16478,19811,32195,39050,36601,17455,2424,1198,1226,513,358,364,460,393,336,276,183,181,212,197,149,237,175,183,248,196,187,93,33,60,0,18,19,27,23,6,0,1,8,10,10,4,0,17,11,17,13,2,86,51,95,47,10,4912610780,202367,3674629304,1237981476,142720,59647,2002332026,95874,2716478586,101953,132,0,0,1,0,30.4,2.3
169925,81588,88336,13749,21059,33848,42475,38898,19890,1892,945,947,474,252,234,414,288,230,257,134,113,190,150,101,217,118,121,224,138,129,202,105,97,1,10,23,45,83,40,0,1,9,29,44,22,1,9,14,16,39,18,92,43,95,47,4,3636610670,104142,2807639131,828971539,72995,31147,1549392338,57014,1715020935,42852,84,0,0,0,1,30.4,2.3
122652,61001,61654,3079,20367,29108,26189,27700,16211,3363,1622,1741,381,679,759,434,517,593,204,311,386,221,225,275,177,368,373,213,292,318,251,143,108,0,30,56,86,58,21,0,10,35,55,27,16,0,20,21,31,31,5,84,39,95,47,1,1647643162,162170,1191088780,456554382,111253,50917,959149925,100454,595918028,58939,59,0,0,0,1,53.6,1.9
66496,30649,35847,2504,9279,16258,15185,14793,8478,3101,1506,1595,373,598,690,409,479,552,198,279,354,209,211,255,175,319,336,200,268,297,164,116,48,0,4,30,77,37,16,0,0,20,56,27,13,0,4,10,21,10,3,104,47,95,47,1,872010785,90661,634217644,237793141,61545,29116,482012810,57210,357695914,32364,44,1,0,0,0,53.6,1.9
256935,130869,126068,5062,45847,59468,53802,57593,35164,933,452,481,109,189,208,121,142,164,59,87,106,61,62,77,50,102,102,60,80,87,385,189,196,3,71,88,97,75,51,1,24,42,46,43,33,2,47,46,51,32,18,97,46,95,47,32,22614427319,1013334,17628257944,4986169375,769690,243644,10471737863,498343,9153875513,458802,320,0,1,0,0,53.6,1.9
148559,74405,74157,3656,26084,34329,31305,33352,19833,1344,649,695,152,272,305,174,204,237,81,125,156,88,89,110,71,147,149,86,115,127,323,221,102,0,21,103,123,54,22,0,6,64,87,44,20,0,15,39,36,10,2,72,43,95,47,8,4397939840,129962,3480438273,917501567,100939,29023,1793700571,59593,2108192602,58233,128,0,0,0,1,53.6,1.9
297192,146476,150715,11457,48775,66971,65012,64955,40012,2224,1073,1151,251,450,503,288,343,389,135,207,256,146,150,179,116,243,247,142,193,210,1329,730,599,7,224,396,387,220,95,5,61,209,252,134,69,2,163,187,135,86,26,97,42,95,47,9,11599272867,478332,8388348325,3210924542,344939,133393,5221126287,250886,5254609807,205195,116,0,1,0,0,53.6,1.9
287025,146933,140092,4933,52362,68013,59982,64085,37648,3835,1851,1984,434,775,866,494,590,676,233,356,441,251,257,313,201,419,425,243,333,363,1711,751,960,14,475,432,381,262,147,4,94,193,218,140,102,10,381,239,163,122,45,88,47,95,47,16,12039234062,747931,8961987132,3077246930,549089,198842,5649226689,371634,5393416921,348413,267,0,0,0,1,53.6,1.9
158923,80103,78819,2615,28580,39356,35043,35120,18206,1867,905,962,270,374,403,251,264,305,135,173,208,126,119,144,135,201,195,125,145,161,211,72,139,1,29,58,61,39,23,1,6,17,24,10,14,0,23,41,37,29,9,90,47,95,47,1,3744902170,268584,2666043305,1078858865,187485,81099,1474778868,120898,2062061689,139113,66,0,0,0,1,53.6,1.9
238772,121747,117025,2459,42552,61087,51384,52580,28709,1479,718,761,214,297,320,201,207,240,107,138,165,101,94,113,107,159,155,100,113,127,521,305,216,0,45,75,114,155,132,0,8,43,80,88,86,0,37,32,34,67,46,101,52,95,47,13,6885595570,469893,5266544500,1619051070,351460,118433,3303482805,242223,2853070033,212859,85,1,0,0,0,53.6,1.9
211158,107721,103435,7840,29704,45456,53018,48645,26493,3265,1569,1696,564,500,570,514,540,577,288,238,286,238,250,269,276,262,284,276,290,308,848,626,222,1,130,278,177,104,158,1,72,208,152,64,129,0,58,70,25,40,29,86,49,95,47,9,5793036551,319872,4555430417,1237606134,244849,75023,2532865831,169858,2272237294,122387,109,0,0,1,0,53.6,1.9
64419,35149,29271,1138,6831,15574,21006,14486,5387,5434,2609,2825,931,842,943,854,905,959,475,400,473,397,416,448,456,442,470,457,489,511,276,193,83,0,19,81,81,58,37,0,14,52,63,40,24,0,5,29,18,18,13,122,58,95,47,9,424220643,36381,329916710,94303933,25207,11174,276183939,18772,115001760,14424,23,1,0,0,0,53.6,1.9
186716,99574,87139,4113,27466,42792,44018,44395,23942,3159,1515,1644,544,491,549,496,521,558,278,231,276,229,241,260,266,260,273,267,280,298,1882,1319,563,38,496,533,452,262,101,16,321,413,311,186,72,22,175,120,141,76,29,73,45,95,47,2,3091627346,168577,2521242586,570384760,126766,41811,1141927125,78409,1637766170,80187,90,0,0,0,1,53.6,1.9
45864,23319,22544,1262,7453,10147,9897,10441,6666,1088,524,564,187,168,190,173,179,191,95,81,95,81,83,89,92,87,95,92,96,102,1572,851,721,2,348,376,385,320,141,0,62,214,276,219,80,2,286,162,109,101,61,88,47,95,47,3,6600270549,282999,4963266924,1637003625,209102,73897,2453409480,129211,2926742893,131179,136,0,0,0,1,53.6,1.9
334249,175426,158825,8316,54883,74571,73515,77048,45918,701,334,367,120,108,121,111,117,124,61,52,61,51,53,56,59,56,60,60,64,68,3890,1658,2232,17,361,700,1203,1095,514,8,170,368,356,346,410,9,191,332,847,749,104,88,47,95,47,26,31322599207,1125081,23969616134,7350982815,850374,274707,15739372220,576517,10090949480,458213,388,0,0,1,0,53.6,1.9
725061,408372,316686,29730,108001,164449,182531,144946,95399,1861,893,968,344,285,361,301,275,295,176,136,167,146,129,139,168,149,194,155,146,156,3263,2070,1193,4,520,1178,865,488,208,1,196,781,614,322,156,3,324,397,251,166,52,86,46,95,47,70,31415121483,1953066,25336136375,6078985108,1521783,431283,13857187869,964235,12087431540,830602,413,0,0,0,1,30.7,3.3
221027,129450,91577,2654,29268,63228,61408,43572,20899,3001,1438,1563,556,460,581,486,441,477,283,219,268,235,208,225,273,241,313,251,233,252,5426,4156,1270,7,910,1899,1442,892,276,5,512,1440,1223,760,216,2,398,459,219,132,60,103,42,95,47,16,6075576016,271038,5259407543,816168473,222547,48491,2561068003,132204,1821607445,106079,76,0,1,0,0,30.7,3.3
160610,100625,59984,3959,23326,40770,41220,31860,19475,872,420,452,163,132,170,141,130,136,84,63,79,69,61,64,79,69,91,72,69,72,1594,980,614,4,295,461,418,250,166,1,122,277,301,163,116,3,173,184,117,87,50,93,44,95,47,21,10996466451,531529,9465416253,1531050198,448627,82902,5027292893,240211,3482554916,226868,166,0,0,0,1,30.7,3.3
148198,80449,67747,6443,20287,34102,39787,30050,17533,1128,539,589,212,171,220,182,166,177,107,81,102,89,77,83,105,90,118,93,89,94,1552,979,573,3,262,585,376,197,129,3,93,403,253,134,93,0,169,182,123,63,36,88,44,95,47,4,5626803982,215615,4436179478,1190624504,164983,50632,2212235104,98976,2506216739,94468,112,0,0,0,1,30.7,3.3
67919,38595,29324,1287,8061,17541,21567,13667,5793,1106,529,577,204,168,215,180,163,176,104,80,99,87,77,82,100,88,116,93,86,94,518,352,166,0,97,142,145,77,57,0,42,91,114,61,44,0,55,51,31,16,13,95,47,95,47,4,3011484024,166400,2358380691,653103333,128135,38265,1287723652,89923,1367866842,60447,44,0,1,0,0,30.7,3.3
284277,168247,116032,7843,39992,78273,77037,51967,29170,1459,700,759,271,223,283,236,216,230,139,105,130,115,102,109,132,118,153,121,114,121,11537,5060,6477,95,3848,2535,2422,1883,754,51,1517,1527,890,598,477,44,2331,1008,1532,1285,277,99,41,95,47,3,6472493160,339936,5460781527,1011711633,287672,52264,3395118629,206488,1755950421,93555,125,0,1,0,0,30.7,3.3
197550,112909,84641,5347,28543,52497,51746,37667,21752,1033,495,538,190,159,200,168,152,164,98,76,92,81,71,77,92,83,108,87,81,87,738,522,216,0,108,237,224,113,56,0,57,167,172,78,48,0,51,70,52,35,8,118,50,95,47,25,36152101739,931396,29551933369,6600168370,759859,171537,16276023826,480087,8620977701,326302,525,1,0,0,0,30.7,3.3
249306,154456,94848,6949,32986,60293,68720,51297,29064,193,96,97,34,30,33,32,31,33,19,15,16,15,15,16,15,15,17,17,16,17,4376,2722,1654,3,583,1279,1254,788,469,0,132,622,918,643,407,3,451,657,336,145,62,93,43,95,47,11,10788489403,567126,9769728829,1018760574,492266,74860,4290749752,245444,3845043296,253641,128,0,0,0,1,30.7,3.3
378968,211922,167046,15324,60198,95569,95417,71720,40737,1543,768,775,274,245,254,257,247,266,154,121,125,121,120,127,120,124,129,136,127,139,1584,1155,429,4,348,650,313,160,109,3,177,524,251,134,66,1,171,126,62,26,43,111,47,95,47,10,8802860451,559126,6859640331,1943220120,440508,118618,3450860761,277538,3549755905,236392,102,0,1,0,0,30.7,3.3
787000,443176,343823,30896,124376,199028,196224,147922,88557,2259,1124,1135,398,361,369,381,362,388,221,180,182,179,179,183,177,181,187,202,183,205,7547,4029,3518,30,1173,2604,2057,1265,418,16,389,1354,1230,709,331,14,784,1250,827,556,87,103,44,95,47,14,13841565595,732152,10089084222,3752481373,557287,174865,7656375543,362832,4702021129,320568,148,0,1,0,0,30.7,3.3
190303,102170,88134,12059,27292,44400,47126,36913,22514,1454,723,731,259,230,237,244,231,253,146,114,116,114,113,120,113,116,121,130,118,133,706,486,220,5,129,233,179,100,60,3,69,173,130,69,42,2,60,60,49,31,18,99,41,95,47,8,5228423070,170378,4228873695,999549375,139422,30956,2102465612,81968,2237974614,72906,101,0,1,0,0,30.7,3.3
303075,182088,120987,6411,47384,80500,79069,57612,32099,3543,1763,1780,628,564,581,593,565,612,351,281,286,278,277,290,277,283,295,315,288,322,11095,5450,5645,19,2457,3053,2857,1722,987,13,927,1680,1378,778,674,6,1530,1373,1479,944,313,93,44,95,47,35,27064115356,1526315,21886987014,5177128342,1209172,317143,13176294595,807622,8817823020,564384,526,0,0,0,1,30.7,3.3
750930,470126,280801,15430,99454,192377,208974,154602,80093,2768,1375,1393,493,437,453,468,440,477,277,218,223,217,216,224,216,219,230,251,224,253,13151,7745,5406,49,2318,4300,3512,2083,889,9,784,2535,2345,1372,700,40,1534,1765,1167,711,189,90,44,95,47,60,63899135400,2755459,53951534350,9947601050,2291031,464428,29498327190,1341497,16537079950,986895,1013,0,0,0,1,30.7,3.3
613918,358354,255566,22126,84530,137414,165102,126818,77931,880,427,453,218,104,133,181,117,127,113,50,58,88,58,60,105,54,75,93,59,67,4907,2934,1973,16,927,1561,1182,765,456,2,336,837,817,575,367,14,591,724,365,190,89,89,51,95,47,78,35020427675,1229692,29317079322,5703348353,1000282,229410,14110527910,580088,14278540655,506409,388,0,0,1,0,30.7,3.3
1697910,885008,812902,63885,570777,433947,316203,207371,105725,3214,1563,1651,791,373,492,663,429,466,408,179,214,326,210,226,383,194,278,337,219,240,6456,4162,2294,32,1493,2262,1401,991,277,11,615,1429,1107,822,178,21,878,833,294,169,99,89,43,95,47,163,1.29E+11,6312659,97953494705,31508834529,4813928,1498731,51096222418,2901118,70274369723,3180786,1126,0,0,0,1,30.7,3.3
105979,62583,43397,1333,11121,30232,31713,22507,9075,1804,881,923,367,240,354,313,255,275,191,118,164,156,120,132,176,122,190,157,135,143,194,113,81,0,40,40,50,41,23,0,5,28,36,25,19,0,35,12,14,16,4,93,37,95,47,22,6131640845,328292,5051293939,1080346906,262916,65376,2663156891,177251,2460738734,120081,102,0,0,0,1,30.7,3.3
319579,191316,128261,7811,54030,93434,82698,51360,30246,1838,897,941,374,247,360,319,258,280,195,121,166,158,123,134,179,126,194,161,135,146,10273,7075,3198,27,3255,4284,1810,680,217,11,1928,3175,1330,465,166,16,1327,1109,480,215,51,91,43,95,47,42,21853795210,1268249,18128192902,3725602308,1041394,226855,8922143137,619045,8800317618,526060,375,0,0,0,1,30.7,3.3
791936,438399,353538,23939,208419,225613,172879,106026,55059,2465,1205,1260,503,331,481,427,348,375,263,162,223,213,164,180,240,169,258,214,184,195,137795,100391,37404,850,33993,62762,30804,8333,1053,609,16602,46760,27976,7654,790,241,17391,16002,2828,679,263,77,43,95,47,83,52736005940,3041556,44963201210,7772804730,2587262,454294,21726508253,1556478,21909323377,1256022,655,0,0,0,1,30.7,3.3
450908,273097,177813,8154,62650,123554,119938,87048,49569,2534,1237,1297,517,341,495,440,355,386,270,168,229,218,168,184,247,173,266,222,187,202,3194,2187,1007,5,599,1159,797,409,225,0,346,766,593,304,178,5,253,393,204,105,47,87,44,95,47,32,27024448240,1183405,22730761886,4293686354,996540,186865,11493925288,596002,7356509578,426836,473,0,0,0,1,30.7,3.3
45343,29810,15534,333,4657,12059,13674,10182,4440,219,109,110,39,34,36,37,35,38,22,17,18,17,17,18,17,17,18,20,18,20,11056,4719,6337,71,3849,3106,2249,1284,497,33,1363,1254,1036,680,353,38,2486,1852,1213,604,144,87,54,95,47,8,6144364406,368538,5547551387,596813019,333633,34905,2592900061,186406,1616857161,124346,69,0,0,1,0,30.7,3.3
198718,84550,114169,18870,58645,40964,39640,29735,10871,2153,952,1201,308,498,388,324,270,365,152,176,181,161,126,156,156,322,207,163,144,209,244,127,117,0,45,69,62,34,34,0,16,45,36,13,17,0,29,24,26,21,17,95,42,95,47,8,4494630802,258221,3327766327,1166864475,188095,70126,2026776039,123944,2044762721,123704,124,0,0,0,1,41.3,9.8
168086,77925,90163,11011,30841,35623,40910,33096,16607,2026,955,1071,322,343,338,339,291,393,164,147,165,168,138,173,158,196,173,171,153,220,663,322,341,0,77,118,120,124,224,0,21,68,67,64,102,0,56,50,53,60,122,85,51,95,47,6,4554866333,182817,3320718901,1234147432,137684,45133,1899278035,90489,2147491771,79170,84,0,0,1,0,41.3,9.8
174782,77680,97102,15828,47194,36588,37107,29473,8589,1662,733,929,236,386,301,245,212,282,117,137,140,122,98,119,119,249,161,123,114,163,966,408,558,0,248,189,262,195,72,0,13,90,148,112,45,0,235,99,114,83,27,72,42,95,47,2,4890933553,470301,3715802821,1175130732,367909,102392,1500286091,145541,3088291319,316583,122,0,0,0,1,41.3,9.8
909018,414233,494786,81592,213923,181837,190203,153017,88448,952,423,529,136,218,173,144,120,161,68,78,83,71,55,68,68,140,90,73,65,93,4859,3013,1846,13,483,1039,1314,1410,600,6,154,482,821,1113,437,7,329,557,493,297,163,94,46,95,47,30,45575334898,2630003,31699784215,13875550683,1845181,784822,18549792812,1091346,25568682780,1502172,722,0,0,0,1,41.3,9.8
245502,111622,133880,22106,54024,49983,54240,42488,22659,3419,1500,1919,485,791,620,512,429,582,238,276,290,252,197,247,247,515,330,260,232,335,697,252,445,0,55,105,203,210,124,0,22,45,74,57,54,0,33,60,129,153,70,86,50,95,47,17,6934423665,264512,4950364720,1984058945,191785,72727,3093185920,128861,3459208226,125056,169,0,0,1,0,41.3,9.8
233381,105792,127589,21095,49172,46830,51258,39975,25053,1139,502,637,162,263,206,171,144,193,80,92,97,85,66,82,82,171,109,86,78,111,68,31,37,0,9,18,26,10,5,0,4,9,12,2,4,0,5,9,14,8,1,93,48,95,47,13,3727375041,154671,2907774458,819600583,120117,34554,1463460707,68663,2040017760,78941,65,0,0,1,0,41.3,9.8
485539,293226,192316,23954,143680,95672,90654,81740,49841,740,379,361,99,196,117,109,100,119,53,104,66,56,50,50,46,92,51,53,50,69,347,160,187,0,67,178,62,27,13,0,27,82,37,10,4,0,40,96,25,17,9,91,52,95,47,7,17667573942,1279454,12987681860,4679892082,945007,334447,9297186120,701724,6425534113,526117,275,0,0,1,0,41.3,9.8
208852,98940,109910,14438,40980,41986,47324,40102,24024,2061,1047,1014,275,541,329,303,280,333,148,280,182,156,138,143,127,261,147,147,142,190,2997,1157,1840,1,839,993,700,387,77,0,139,363,357,230,68,1,700,630,343,157,9,99,58,95,47,10,2295938081,237860,1820486852,475451229,177908,59952,1218237012,137397,1003155924,97224,47,1,0,0,0,41.3,9.8
240948,130541,110402,15897,88730,43070,37987,33416,21848,1124,567,557,152,296,178,166,150,182,81,153,97,85,72,79,71,143,81,81,78,103,2756,1817,939,0,217,726,859,710,244,0,73,395,617,544,188,0,144,331,242,166,56,83,46,95,47,2,9773589832,965454,7587723647,2185866185,740024,225430,4787256613,531750,3525679556,386009,127,0,0,0,1,41.3,9.8
142177,61774,80404,9845,26618,30193,35473,27713,12342,2011,958,1053,274,503,339,298,265,332,142,225,174,150,125,142,132,278,165,148,140,190,26,6,20,0,3,2,10,9,2,0,1,1,2,2,0,0,2,1,8,7,2,75,54,95,47,12,1607955681,100966,1208658286,399297395,71921,29045,737894822,46426,714158280,52295,54,0,0,1,0,41.3,9.8
321452,183030,138420,22287,117503,57640,52315,45005,26700,516,262,254,68,137,81,75,71,84,36,71,45,39,35,36,32,66,36,36,36,48,91,57,34,1,15,32,22,11,10,1,11,24,12,6,3,0,4,8,10,5,7,87,45,95,47,12,12628926474,630707,10177200894,2451725580,484898,145809,6312007679,332171,5049976392,270197,124,0,0,0,1,41.3,9.8
119188,67945,51241,3924,22894,27356,29368,24547,11103,2624,1331,1293,349,688,420,387,357,423,188,355,232,199,175,182,161,333,188,188,182,241,550,346,204,0,83,138,149,113,67,0,23,82,102,83,56,0,60,56,47,30,11,97,50,95,47,3,2151791870,206388,1601797013,549994857,147229,59159,1180651564,127780,705662198,71795,35,1,0,0,0,41.3,9.8
